Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Gender,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"28295.12907","Porcine epidemic diarrhea virus PC22A-P30",,28295,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509505;28295","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Pedacovirus;Porcine epidemic diarrhea virus","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Porcine epidemic diarrhea virus","Complete","PC22A-P30",,,,,,,,,,,,,,,,,,,,,"2020-08-31T00:00:00Z",,,,,,,"KU893863",,,"Illumina",,"DNAStar v. v. 11",,,1,28031,41.712757,1,28031,,,,,,,,,,"CCL81",,"2014-01-01",2014,,"USA","North America","USA",,"Vero","Lab host",,,,"Lab","Vero",,,,,"2021-01-27T23:22:40.619Z","2021-01-27T23:22:40.619Z"
"28295.12914","Porcine epidemic diarrhea virus PC22A-P70",,28295,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509505;28295","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Pedacovirus;Porcine epidemic diarrhea virus","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Porcine epidemic diarrhea virus","Complete","PC22A-P70",,,,,,,,,,,,,,,,,,,,,"2020-08-31T00:00:00Z",,,,,,,"KU893868",,,"Illumina",,"DNAStar v. v. 11",,,1,28029,41.717506,1,28029,,,,,,,,,,"CCL81",,"2014-08-01",2014,,"USA","North America","USA",,"Vero","Lab host",,,,"Lab","Vero",,,,,"2021-01-27T23:24:43.304Z","2021-01-27T23:24:43.304Z"
"28295.12918","Porcine epidemic diarrhea virus PC22A-P95-13",,28295,"10239;2559587;2732396;2732408;2732506;76804;2499399;11118;2501931;693996;2509505;28295","Viruses;Riboviria;Orthornavirae;Pisuviricota;Pisoniviricetes;Nidovirales;Cornidovirineae;Coronaviridae;Orthocoronavirinae;Alphacoronavirus;Pedacovirus;Porcine epidemic diarrhea virus","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Nidovirales","Coronaviridae","Alphacoronavirus","Porcine epidemic diarrhea virus","Complete","PC22A-P95-13",,,,,,,,,,,,,,,,,,,,,"2017-01-24T00:00:00Z","28284624",,,,,,"KU893869",,,"Illumina",,"DNAStar v. v. 11",,,1,28010,41.727955,1,28010,,,,,,,,,,"CCL81",,"2015-06-01",2015,,"USA","North America","USA",,"Vero","Lab host",,,,"Lab","Vero",,,,,"2021-01-27T23:24:44.955Z","2021-01-27T23:24:44.955Z"
"351073.352","Mammalian orthoreovirus SI-MRV07",,351073,"10239;2559587;2732396;2732405;2732459;2732541;2946187;10882;351073","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Orthoreovirus;Mammalian orthoreovirus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Spinareoviridae","Orthoreovirus","Mammalian orthoreovirus","Complete","SI-MRV07","2",,,,"L1",,,,,,,,,,,,,,,,"2018-08-29T00:00:00Z",,,,,,,"MG999576",,,"Illumina",,"Geneious v. 8.1.8",,,1,3838,46.06566,1,3838,,,,1,,,,,,"stool sample",,"2017",2017,,"Slovenia","Europe","Slovenia",,"Marc145",,,,,,"Marc145",,,,,"2021-01-25T12:04:53.415Z","2021-01-25T12:04:53.415Z"
"351073.353","Mammalian orthoreovirus SI-MRV07",,351073,"10239;2559587;2732396;2732405;2732459;2732541;2946187;10882;351073","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Orthoreovirus;Mammalian orthoreovirus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Spinareoviridae","Orthoreovirus","Mammalian orthoreovirus","Complete","SI-MRV07","2",,,,"L2",,,,,,,,,,,,,,,,"2018-08-29T00:00:00Z",,,,,,,"MG999577",,,"Illumina",,"Geneious v. 8.1.8",,,1,3897,46.34334,1,3897,,,,1,,,,,,"stool sample",,"2017",2017,,"Slovenia","Europe","Slovenia",,"Marc145",,,,,,"Marc145",,,,,"2021-01-25T12:02:49.765Z","2021-01-25T12:02:49.765Z"
"351073.354","Mammalian orthoreovirus SI-MRV07",,351073,"10239;2559587;2732396;2732405;2732459;2732541;2946187;10882;351073","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Orthoreovirus;Mammalian orthoreovirus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Spinareoviridae","Orthoreovirus","Mammalian orthoreovirus","Complete","SI-MRV07","2",,,,"L3",,,,,,,,,,,,,,,,"2018-08-29T00:00:00Z",,,,,,,"MG999578",,,"Illumina",,"Geneious v. 8.1.8",,,1,3901,48.910534,1,3901,,,,1,,,,,,"stool sample",,"2017",2017,,"Slovenia","Europe","Slovenia",,"Marc145",,,,,,"Marc145",,,,,"2021-01-25T12:02:48.741Z","2021-01-25T12:02:48.741Z"
"351073.355","Mammalian orthoreovirus SI-MRV07",,351073,"10239;2559587;2732396;2732405;2732459;2732541;2946187;10882;351073","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Orthoreovirus;Mammalian orthoreovirus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Spinareoviridae","Orthoreovirus","Mammalian orthoreovirus","Complete","SI-MRV07","2",,,,"M1",,,,,,,,,,,,,,,,"2018-08-29T00:00:00Z",,,,,,,"MG999579",,,"Illumina",,"Geneious v. 8.1.8",,,1,2304,45.008682,1,2304,,,,1,,,,,,"stool sample",,"2017",2017,,"Slovenia","Europe","Slovenia",,"Marc145",,,,,,"Marc145",,,,,"2021-01-25T12:02:50.581Z","2021-01-25T12:02:50.581Z"
"351073.356","Mammalian orthoreovirus SI-MRV07",,351073,"10239;2559587;2732396;2732405;2732459;2732541;2946187;10882;351073","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Orthoreovirus;Mammalian orthoreovirus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Spinareoviridae","Orthoreovirus","Mammalian orthoreovirus","Complete","SI-MRV07","2",,,,"M2",,,,,,,,,,,,,,,,"2018-08-29T00:00:00Z",,,,,,,"MG999580",,,"Illumina",,"Geneious v. 8.1.8",,,1,2203,48.1616,1,2203,,,,1,,,,,,"stool sample",,"2017",2017,,"Slovenia","Europe","Slovenia",,"Marc145",,,,,,"Marc145",,,,,"2021-01-25T12:02:50.421Z","2021-01-25T12:02:50.421Z"
"351073.357","Mammalian orthoreovirus SI-MRV07",,351073,"10239;2559587;2732396;2732405;2732459;2732541;2946187;10882;351073","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Orthoreovirus;Mammalian orthoreovirus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Spinareoviridae","Orthoreovirus","Mammalian orthoreovirus","Complete","SI-MRV07","2",,,,"M3",,,,,,,,,,,,,,,,"2018-08-29T00:00:00Z",,,,,,,"MG999581",,,"Illumina",,"Geneious v. 8.1.8",,,1,2241,47.300312,1,2241,,,,1,,,,,,"stool sample",,"2017",2017,,"Slovenia","Europe","Slovenia",,"Marc145",,,,,,"Marc145",,,,,"2021-01-25T12:02:50.687Z","2021-01-25T12:02:50.687Z"
"351073.358","Mammalian orthoreovirus SI-MRV07",,351073,"10239;2559587;2732396;2732405;2732459;2732541;2946187;10882;351073","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Orthoreovirus;Mammalian orthoreovirus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Spinareoviridae","Orthoreovirus","Mammalian orthoreovirus","Complete","SI-MRV07","2",,,,"S1",,,,,,,,,,,,,,,,"2018-08-29T00:00:00Z",,,,,,,"MG999582",,,"Illumina",,"Geneious v. 8.1.8",,,1,1440,44.51389,1,1440,,,,1,,,,,,"stool sample",,"2017",2017,,"Slovenia","Europe","Slovenia",,"Marc145",,,,,,"Marc145",,,,,"2021-01-25T12:04:52.549Z","2021-01-25T12:04:52.549Z"
"351073.359","Mammalian orthoreovirus SI-MRV07",,351073,"10239;2559587;2732396;2732405;2732459;2732541;2946187;10882;351073","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Orthoreovirus;Mammalian orthoreovirus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Spinareoviridae","Orthoreovirus","Mammalian orthoreovirus","Complete","SI-MRV07","2",,,,"S2",,,,,,,,,,,,,,,,"2018-08-29T00:00:00Z",,,,,,,"MG999583",,,"Illumina",,"Geneious v. 8.1.8",,,1,1323,47.014362,1,1323,,,,1,,,,,,"stool sample",,"2017",2017,,"Slovenia","Europe","Slovenia",,"Marc145",,,,,,"Marc145",,,,,"2021-01-25T12:04:52.380Z","2021-01-25T12:04:52.380Z"
"351073.360","Mammalian orthoreovirus SI-MRV07",,351073,"10239;2559587;2732396;2732405;2732459;2732541;2946187;10882;351073","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Orthoreovirus;Mammalian orthoreovirus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Spinareoviridae","Orthoreovirus","Mammalian orthoreovirus","Complete","SI-MRV07","2",,,,"S3",,,,,,,,,,,,,,,,"2018-08-29T00:00:00Z",,,,,,,"MG999584",,,"Illumina",,"Geneious v. 8.1.8",,,1,1198,48.497498,1,1198,,,,1,,,,,,"stool sample",,"2017",2017,,"Slovenia","Europe","Slovenia",,"Marc145",,,,,,"Marc145",,,,,"2021-01-25T12:04:51.822Z","2021-01-25T12:04:51.822Z"
"351073.361","Mammalian orthoreovirus SI-MRV07",,351073,"10239;2559587;2732396;2732405;2732459;2732541;2946187;10882;351073","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Spinareoviridae;Orthoreovirus;Mammalian orthoreovirus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Spinareoviridae","Orthoreovirus","Mammalian orthoreovirus","Complete","SI-MRV07","2",,,,"S4",,,,,,,,,,,,,,,,"2018-08-29T00:00:00Z",,,,,,,"MG999585",,,"Illumina",,"Geneious v. 8.1.8",,,1,1196,47.9097,1,1196,,,,1,,,,,,"stool sample",,"2017",2017,,"Slovenia","Europe","Slovenia",,"Marc145",,,,,,"Marc145",,,,,"2021-01-25T12:04:54.611Z","2021-01-25T12:04:54.611Z"
"37124.793","Chikungunya virus CHIKV-197-Finland_ex_Thailand-2019",,37124,"10239;2559587;2732396;2732406;2732461;2732544;11018;11019;37124","Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Chikungunya virus","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Chikungunya virus","Complete","CHIKV-197-Finland_ex_Thailand-2019",,,,,,,,,,,,,,,,,,,,,"2020-02-10T00:00:00Z",,,,,,,"MN075149",,,"Illumina",,"Megahit v. 25th of May, 2019; bwa-MEM v.",,,1,11805,50.10589,1,11805,,,,2,,,,,,,,"2019-02",2019,,"Finland","Europe","Finland",,"Vero e6","Lab host",,,,"Lab","Vero E6",,,,,"2021-01-18T04:49:11.806Z","2021-01-18T04:49:11.806Z"
"37124.796","Chikungunya virus CHIKV-212-Finland_ex_Thailand-2019",,37124,"10239;2559587;2732396;2732406;2732461;2732544;11018;11019;37124","Viruses;Riboviria;Orthornavirae;Kitrinoviricota;Alsuviricetes;Martellivirales;Togaviridae;Alphavirus;Chikungunya virus","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Chikungunya virus","Complete","CHIKV-212-Finland_ex_Thailand-2019",,,,,,,,,,,,,,,,,,,,,"2020-02-10T00:00:00Z",,,,,,,"MN075150",,,"Illumina",,"Megahit v. 25th of May, 2019; bwa-MEM v.",,,1,11805,50.10589,1,11805,,,,2,,,,,,,,"2019-02",2019,,"Finland","Europe","Finland",,"Vero e6","Lab host",,,,"Lab","Vero E6",,,,,"2021-01-18T04:47:08.906Z","2021-01-18T04:47:08.906Z"
"37296.4041","Human gammaherpesvirus 8 6.02",,37296,"10239;2731341;2731360;2731361;2731363;548681;10292;10374;10379;37296","Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae;Gammaherpesvirinae;Rhadinovirus;Human gammaherpesvirus 8","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Human gammaherpesvirus 8","Partial","6.02",,,,,,,,,,,,,,,,,,,,,"2013-07-28T00:00:00Z",,,,,,,"KC859950",,,"Sanger dideoxy sequencing",,,,,1,918,42.265797,1,918,,,,1,,,,,,,,,,,,,,,"VG-1 (primary effusion lymphoma)",,,,,,,,,,,"2021-01-10T19:17:20.800Z","2021-01-10T19:17:20.800Z"
"37296.4042","Human gammaherpesvirus 8 6.04",,37296,"10239;2731341;2731360;2731361;2731363;548681;10292;10374;10379;37296","Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae;Gammaherpesvirinae;Rhadinovirus;Human gammaherpesvirus 8","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Human gammaherpesvirus 8","Partial","6.04",,,,,,,,,,,,,,,,,,,,,"2013-07-28T00:00:00Z",,,,,,,"KC859952",,,"Sanger dideoxy sequencing",,,,,1,911,42.041714,1,911,,,,1,,,,,,,,,,,,,,,"VG-1 (primary effusion lymphoma)",,,,,,,,,,,"2021-01-10T19:17:21.296Z","2021-01-10T19:17:21.296Z"
"37296.4043","Human gammaherpesvirus 8 6.03",,37296,"10239;2731341;2731360;2731361;2731363;548681;10292;10374;10379;37296","Viruses;Duplodnaviria;Heunggongvirae;Peploviricota;Herviviricetes;Herpesvirales;Herpesviridae;Gammaherpesvirinae;Rhadinovirus;Human gammaherpesvirus 8","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Rhadinovirus","Human gammaherpesvirus 8","Partial","6.03",,,,,,,,,,,,,,,,,,,,,"2013-07-28T00:00:00Z",,,,,,,"KC859951",,,"Sanger dideoxy sequencing",,,,,1,911,42.15148,1,911,,,,1,,,,,,,,,,,,,,,"VG-1 (primary effusion lymphoma)",,,,,,,,,,,"2021-01-10T19:17:21.951Z","2021-01-10T19:17:21.951Z"
"40051.4712","Bluetongue virus SPvvvv/03",,40051,"10239;2559587;2732396;2732405;2732459;2732541;2946186;10892;40051","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus;Bluetongue virus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Bluetongue virus","Complete","SPvvvv/03","BTV-28",,,,"2",,,,,,,,,,,,,,,,"2019-12-18T00:00:00Z",,,,,,,"MN723881",,,"Illumina",,"BWA v. MEM",,,1,2925,44,1,2925,,,,1,,,,,,"Sheeppox vaccine",,"2014",2014,,"Israel","Asia","Israel",,"ECE BHK3",,,,,,"ECE BHK3",,,,,"2021-01-25T23:35:20.709Z","2021-01-25T23:35:20.709Z"
"40051.4713","Bluetongue virus SPvvvv/03",,40051,"10239;2559587;2732396;2732405;2732459;2732541;2946186;10892;40051","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus;Bluetongue virus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Bluetongue virus","Complete","SPvvvv/03","BTV-28",,,,"1",,,,,,,,,,,,,,,,"2019-12-18T00:00:00Z",,,,,,,"MN723880",,,"Illumina",,"BWA v. MEM",,,1,3944,42.773834,1,3944,,,,1,,,,,,"Sheeppox vaccine",,"2014",2014,,"Israel","Asia","Israel",,"ECE BHK3",,,,,,"ECE BHK3",,,,,"2021-01-25T23:35:20.769Z","2021-01-25T23:35:20.769Z"
"40051.4714","Bluetongue virus SPvvvv/03",,40051,"10239;2559587;2732396;2732405;2732459;2732541;2946186;10892;40051","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus;Bluetongue virus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Bluetongue virus","Complete","SPvvvv/03","BTV-28",,,,"3",,,,,,,,,,,,,,,,"2019-12-18T00:00:00Z",,,,,,,"MN723882",,,"Illumina",,"BWA v. MEM",,,1,2773,44.248108,1,2773,,,,1,,,,,,"Sheeppox vaccine",,"2014",2014,,"Israel","Asia","Israel",,"ECE BHK3",,,,,,"ECE BHK3",,,,,"2021-01-25T23:35:21.299Z","2021-01-25T23:35:21.299Z"
"40051.4715","Bluetongue virus SPvvvv/03",,40051,"10239;2559587;2732396;2732405;2732459;2732541;2946186;10892;40051","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus;Bluetongue virus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Bluetongue virus","Complete","SPvvvv/03","BTV-28",,,,"4",,,,,,,,,,,,,,,,"2019-12-18T00:00:00Z",,,,,,,"MN723883",,,"Illumina",,"BWA v. MEM",,,1,1982,46.77094,1,1982,,,,1,,,,,,"Sheeppox vaccine",,"2014",2014,,"Israel","Asia","Israel",,"ECE BHK3",,,,,,"ECE BHK3",,,,,"2021-01-25T23:35:21.178Z","2021-01-25T23:35:21.178Z"
"40051.4716","Bluetongue virus SPvvvv/03",,40051,"10239;2559587;2732396;2732405;2732459;2732541;2946186;10892;40051","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus;Bluetongue virus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Bluetongue virus","Complete","SPvvvv/03","BTV-28",,,,"5",,,,,,,,,,,,,,,,"2019-12-18T00:00:00Z",,,,,,,"MN723884",,,"Illumina",,"BWA v. MEM",,,1,1766,46.82899,1,1766,,,,1,,,,,,"Sheeppox vaccine",,"2014",2014,,"Israel","Asia","Israel",,"ECE BHK3",,,,,,"ECE BHK3",,,,,"2021-01-25T23:35:21.239Z","2021-01-25T23:35:21.239Z"
"40051.4717","Bluetongue virus SPvvvv/03",,40051,"10239;2559587;2732396;2732405;2732459;2732541;2946186;10892;40051","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus;Bluetongue virus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Bluetongue virus","Complete","SPvvvv/03","BTV-28",,,,"6",,,,,,,,,,,,,,,,"2019-12-18T00:00:00Z",,,,,,,"MN723885",,,"Illumina",,"BWA v. MEM",,,1,1639,46.552776,1,1639,,,,1,,,,,,"Sheeppox vaccine",,"2014",2014,,"Israel","Asia","Israel",,"ECE BHK3",,,,,,"ECE BHK3",,,,,"2021-01-25T23:35:22.392Z","2021-01-25T23:35:22.392Z"
"40051.4718","Bluetongue virus SPvvvv/03",,40051,"10239;2559587;2732396;2732405;2732459;2732541;2946186;10892;40051","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus;Bluetongue virus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Bluetongue virus","Complete","SPvvvv/03","BTV-28",,,,"7",,,,,,,,,,,,,,,,"2019-12-18T00:00:00Z",,,,,,,"MN723886",,,"Illumina",,"BWA v. MEM",,,1,1157,48.660328,1,1157,,,,1,,,,,,"Sheeppox vaccine",,"2014",2014,,"Israel","Asia","Israel",,"ECE BHK3",,,,,,"ECE BHK3",,,,,"2021-01-25T23:35:22.731Z","2021-01-25T23:35:22.731Z"
"40051.4719","Bluetongue virus SPvvvv/03",,40051,"10239;2559587;2732396;2732405;2732459;2732541;2946186;10892;40051","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus;Bluetongue virus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Bluetongue virus","Complete","SPvvvv/03","BTV-28",,,,"8",,,,,,,,,,,,,,,,"2019-12-18T00:00:00Z",,,,,,,"MN723887",,,"Illumina",,"BWA v. MEM",,,1,1121,48.438892,1,1121,,,,1,,,,,,"Sheeppox vaccine",,"2014",2014,,"Israel","Asia","Israel",,"ECE BHK3",,,,,,"ECE BHK3",,,,,"2021-01-25T23:35:22.339Z","2021-01-25T23:35:22.339Z"
"40051.4720","Bluetongue virus SPvvvv/03",,40051,"10239;2559587;2732396;2732405;2732459;2732541;2946186;10892;40051","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus;Bluetongue virus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Bluetongue virus","Complete","SPvvvv/03","BTV-28",,,,"9",,,,,,,,,,,,,,,,"2019-12-18T00:00:00Z",,,,,,,"MN723888",,,"Illumina",,"BWA v. MEM",,,1,1064,48.778194,1,1064,,,,1,,,,,,"Sheeppox vaccine",,"2014",2014,,"Israel","Asia","Israel",,"ECE BHK3",,,,,,"ECE BHK3",,,,,"2021-01-25T23:35:22.789Z","2021-01-25T23:35:22.789Z"
"40051.4721","Bluetongue virus SPvvvv/03",,40051,"10239;2559587;2732396;2732405;2732459;2732541;2946186;10892;40051","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus;Bluetongue virus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Bluetongue virus","Complete","SPvvvv/03","BTV-28",,,,"10",,,,,,,,,,,,,,,,"2019-12-18T00:00:00Z",,,,,,,"MN723889",,,"Illumina",,"BWA v. MEM",,,1,822,49.513382,1,822,,,,1,,,,,,"Sheeppox vaccine",,"2014",2014,,"Israel","Asia","Israel",,"ECE BHK3",,,,,,"ECE BHK3",,,,,"2021-01-25T23:35:23.604Z","2021-01-25T23:35:23.604Z"
"40052.72","Changuinola virus BeAr397374",,40052,"10239;2559587;2732396;2732405;2732459;2732541;2946186;10892;40052","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus;Changuinola virus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Changuinola virus","Partial","BeAr397374",,,,,"1",,,,,,,,,,,,,,,,"2014-11-05T00:00:00Z",,,,,,,"KJ746846",,,"Sanger dideoxy sequencing",,"Geneious v. 6.1.5",,,1,3175,31.181103,1,3175,,,,1,,,,,,,,"1981-08-04",1981,,"Brazil","South America","Brazil: Para",,"SM3, Vero1",,,,,,"SM3, Vero1",,,,,"2021-01-24T15:19:58.652Z","2021-01-24T15:19:58.652Z"
"40052.73","Changuinola virus BeAr397374",,40052,"10239;2559587;2732396;2732405;2732459;2732541;2946186;10892;40052","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus;Changuinola virus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Changuinola virus","Partial","BeAr397374",,,,,"7",,,,,,,,,,,,,,,,"2014-11-05T00:00:00Z",,,,,,,"KJ746847",,,"Sanger dideoxy sequencing",,"Geneious v. 6.1.5",,,1,689,37.735847,1,689,,,,1,,,,,,,,"1981-08-04",1981,,"Brazil","South America","Brazil: Para",,"SM3, Vero1",,,,,,"SM3, Vero1",,,,,"2021-01-24T15:19:58.805Z","2021-01-24T15:19:58.805Z"
"40052.80","Changuinola virus BeAn385199",,40052,"10239;2559587;2732396;2732405;2732459;2732541;2946186;10892;40052","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus;Changuinola virus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Changuinola virus","Partial","BeAn385199",,,,,"1",,,,,,,,,,,,,,,,"2014-11-05T00:00:00Z",,,,,,,"KJ746854",,,"Sanger dideoxy sequencing",,"Geneious v. 6.1.5",,,1,2573,30.353672,1,2573,,,,1,,,,,,,,"1980-08-04",1980,,"Brazil","South America","Brazil: Para",,"SM 2, Vero 1",,,,,,"SM 2, Vero 1",,,,,"2021-01-24T15:20:02.592Z","2021-01-24T15:20:02.592Z"
"40052.81","Changuinola virus BeAn385199",,40052,"10239;2559587;2732396;2732405;2732459;2732541;2946186;10892;40052","Viruses;Riboviria;Orthornavirae;Duplornaviricota;Resentoviricetes;Reovirales;Sedoreoviridae;Orbivirus;Changuinola virus","Viruses","Orthornavirae","Duplornaviricota","Resentoviricetes","Reovirales","Sedoreoviridae","Orbivirus","Changuinola virus","Partial","BeAn385199",,,,,"7",,,,,,,,,,,,,,,,"2014-11-05T00:00:00Z",,,,,,,"KJ746855",,,"Sanger dideoxy sequencing",,"Geneious v. 6.1.5",,,1,689,38.896954,1,689,,,,1,,,,,,,,"1980-08-04",1980,,"Brazil","South America","Brazil: Para",,"SM2, Vero1",,,,,,"SM2, Vero1",,,,,"2021-01-24T15:20:01.876Z","2021-01-24T15:20:01.876Z"
